Period,Level,Region,ICB,Org Code,Org Name,Metric,Metric Type,Metric Group,Value
08/08/2026,PROVIDER,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,75.00
08/08/2026,PROVIDER,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,175.00
08/08/2026,PROVIDER,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,193.00
08/08/2026,PROVIDER,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,122.00
08/08/2026,PROVIDER,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,228.00
08/08/2026,PROVIDER,SOUTH EAST,NHS THAMES VALLEY INTEGRATED CARE BOARD,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,58.00
08/08/2026,PROVIDER,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,435.00
08/08/2026,PROVIDER,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,636.00
08/08/2026,PROVIDER,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,89.00
08/08/2026,PROVIDER,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,RH5,SOMERSET NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,242.00
08/08/2026,PROVIDER,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,85.00
08/08/2026,PROVIDER,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,166.00
08/08/2026,PROVIDER,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,333.00
08/08/2026,PROVIDER,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,153.00
08/08/2026,PROVIDER,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,320.00
08/08/2026,PROVIDER,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,212.00
08/08/2026,PROVIDER,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,136.00
08/08/2026,PROVIDER,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",RNZ,SALISBURY NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,110.00
08/08/2026,PROVIDER,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,181.00
09/08/2026,National,[z],[z],ENG,ENGLAND (Type 1 Trusts),Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,18467.00
09/08/2026,Region,EAST OF ENGLAND,[z],Y61,EAST OF ENGLAND,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,1698.00
09/08/2026,Region,LONDON,[z],Y56,LONDON,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,2537.00
09/08/2026,Region,MIDLANDS,[z],Y60,MIDLANDS,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,2931.00
09/08/2026,Region,NORTH EAST AND YORKSHIRE,[z],Y63,NORTH EAST AND YORKSHIRE,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,3059.00
09/08/2026,Region,NORTH WEST,[z],Y62,NORTH WEST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,2765.00
09/08/2026,Region,SOUTH EAST,[z],Y59,SOUTH EAST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,3073.00
09/08/2026,Region,SOUTH WEST,[z],Y58,SOUTH WEST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,2404.00
09/08/2026,ICB,EAST OF ENGLAND,NHS ESSEX INTEGRATED CARE BOARD,D7T5G,NHS ESSEX INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,304.00
09/08/2026,ICB,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,S1Y5D,NHS CENTRAL EAST INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,778.00
09/08/2026,ICB,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,T6Y0W,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,616.00
09/08/2026,ICB,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,603.00
09/08/2026,ICB,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,433.00
09/08/2026,ICB,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,374.00
09/08/2026,ICB,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,Z9B2Z,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,1127.00
09/08/2026,ICB,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,247.00
09/08/2026,ICB,MIDLANDS,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,294.00
09/08/2026,ICB,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,369.00
09/08/2026,ICB,MIDLANDS,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,214.00
09/08/2026,ICB,MIDLANDS,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,345.00
09/08/2026,ICB,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,196.00
09/08/2026,ICB,MIDLANDS,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,190.00
09/08/2026,ICB,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,299.00
09/08/2026,ICB,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,139.00
09/08/2026,ICB,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,299.00
09/08/2026,ICB,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,339.00
09/08/2026,ICB,NORTH EAST AND YORKSHIRE,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,560.00
09/08/2026,ICB,NORTH EAST AND YORKSHIRE,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,962.00
09/08/2026,ICB,NORTH EAST AND YORKSHIRE,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,512.00
09/08/2026,ICB,NORTH EAST AND YORKSHIRE,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,1025.00
09/08/2026,ICB,NORTH WEST,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,604.00
09/08/2026,ICB,NORTH WEST,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,945.00
09/08/2026,ICB,NORTH WEST,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,1216.00
09/08/2026,ICB,SOUTH EAST,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,532.00
09/08/2026,ICB,SOUTH EAST,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,965.00
09/08/2026,ICB,SOUTH EAST,NHS THAMES VALLEY INTEGRATED CARE BOARD,S0E4D,NHS THAMES VALLEY INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,602.00
09/08/2026,ICB,SOUTH EAST,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,S9B9J,NHS SURREY AND SUSSEX INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,974.00
09/08/2026,ICB,SOUTH WEST,NHS DEVON INTEGRATED CARE BOARD,QJK,NHS DEVON INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,564.00
09/08/2026,ICB,SOUTH WEST,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,385.00
09/08/2026,ICB,SOUTH WEST,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,182.00
09/08/2026,ICB,SOUTH WEST,NHS SOMERSET INTEGRATED CARE BOARD,QSL,NHS SOMERSET INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,204.00
09/08/2026,ICB,SOUTH WEST,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,132.00
09/08/2026,ICB,SOUTH WEST,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,551.00
09/08/2026,ICB,SOUTH WEST,NHS DORSET INTEGRATED CARE BOARD,QVV,NHS DORSET INTEGRATED CARE BOARD,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,386.00
09/08/2026,PROVIDER,EAST OF ENGLAND,NHS ESSEX INTEGRATED CARE BOARD,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,213.00
09/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,162.00
09/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,72.00
09/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,136.00
09/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,160.00
09/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,144.00
09/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,97.00
09/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,93.00
09/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,217.00
09/08/2026,PROVIDER,EAST OF ENGLAND,NHS NORFOLK AND SUFFOLK INTEGRATED CARE BOARD,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,194.00
09/08/2026,PROVIDER,EAST OF ENGLAND,NHS ESSEX INTEGRATED CARE BOARD,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,91.00
09/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,119.00
09/08/2026,PROVIDER,EAST OF ENGLAND,NHS CENTRAL EAST INTEGRATED CARE BOARD,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,0.00
09/08/2026,PROVIDER,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,R1H,BARTS HEALTH NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,249.00
09/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,283.00
09/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,286.00
09/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,59.00
09/08/2026,PROVIDER,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,84.00
09/08/2026,PROVIDER,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,133.00
09/08/2026,PROVIDER,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,216.00
09/08/2026,PROVIDER,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJ2,LEWISHAM AND GREENWICH NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,194.00
09/08/2026,PROVIDER,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RJ6,CROYDON HEALTH SERVICES NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,15.00
09/08/2026,PROVIDER,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,106.00
09/08/2026,PROVIDER,LONDON,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,193.00
09/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RKE,WHITTINGTON HEALTH NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,53.00
09/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,161.00
09/08/2026,PROVIDER,LONDON,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,51.00
09/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,86.00
09/08/2026,PROVIDER,LONDON,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,169.00
09/08/2026,PROVIDER,LONDON,NHS WEST AND NORTH LONDON INTEGRATED CARE BOARD,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,199.00
09/08/2026,PROVIDER,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RBK,WALSALL HEALTHCARE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,34.00
09/08/2026,PROVIDER,MIDLANDS,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,91.00
09/08/2026,PROVIDER,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,38.00
09/08/2026,PROVIDER,MIDLANDS,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,196.00
09/08/2026,PROVIDER,MIDLANDS,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,139.00
09/08/2026,PROVIDER,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,220.00
09/08/2026,PROVIDER,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,105.00
09/08/2026,PROVIDER,MIDLANDS,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,RLQ,WYE VALLEY NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,62.00
09/08/2026,PROVIDER,MIDLANDS,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,81.00
09/08/2026,PROVIDER,MIDLANDS,NHS BLACK COUNTRY INTEGRATED CARE BOARD,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,74.00
09/08/2026,PROVIDER,MIDLANDS,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,Number of patients who no longer meet the criteria to reside,Daily metric,NCTR,111.00
